Tarih;Açýklama;Tutar;Bakiye
24.03.2025;001116426 YI-TY AKPOS PES ODE 20250212;540,00;88.701,98
24.03.2025;001116426 YI-DB AKPOS PES ODE 20250212;605,00;88.161,98
24.03.2025;001116426 AX-MC AKPOS PES ODE 20250212;310,00;87.556,98
24.03.2025;001116426 YI-EC AKPOS PES ODE 20250212;1330,00;87.246,98
23.03.2025;001116426 YI-EC AKPOS PES ODE 20250211;1650,00;85.916,98
23.03.2025;001116426 YI-VS AKPOS PES ODE 20250211;1040,00;84.266,98
23.03.2025;001116426 YI-DB AKPOS PES ODE 20250211;770,00;83.226,98
23.03.2025;001116426 YD-DB AKPOS PES ODE 20250221;1090,00;82.456,98
22.03.2025;001116426 YI-VS AKPOS PES ODE 20250210;1050,00;81.366,98
22.03.2025;001116426 YI-DB AKPOS PES ODE 20250210;1850,00;80.316,98
21.03.2025;001116426 YI-VS AKPOS PES ODE 20250209;3400,00;78.466,98
21.03.2025;001116426 YI-EC AKPOS PES ODE 20250209;3485,00;75.066,98
21.03.2025;001116426 YI-DB AKPOS PES ODE 20250209;3400,00;71.581,98
20.03.2025;001116426 YI-EC AKPOS PES ODE 20250208;150,00;68.181,98
20.03.2025;001116426 YI-VS AKPOS PES ODE 20250208;1585,00;68.031,98
20.03.2025;001116426 YI-DB AKPOS PES ODE 20250208;1570,00;66.446,98
20.03.2025;001116426 AX-MC AKPOS PES ODE 20250208;405,00;64.876,98
20.03.2025;001116426 YI-TD AKPOS PES ODE 20250208;280,00;64.471,98
20.03.2025;001116426 YI-TY AKPOS PES ODE 20250208;890,00;64.191,98
20.03.2025;001116426 AX-TY AKPOS PES ODE 20250208;310,00;63.301,98
19.03.2025;001116426 AX-VS AKPOS PES ODE 20250207;185,00;62.991,98
19.03.2025;001116426 YI-VS AKPOS PES ODE 20250207;1330,00;62.806,98
19.03.2025;001116426 AK-DB AKPOS PES ODE 20250207;270,00;61.476,98
19.03.2025;001116426 YI-EC AKPOS PES ODE 20250207;960,00;61.206,98
19.03.2025;001116426 YI-TD AKPOS PES ODE 20250207;700,00;60.246,98
19.03.2025;001116426 YI-DB AKPOS PES ODE 20250207;850,00;59.546,98
19.03.2025;001116426 AX-MC AKPOS PES ODE 20250207;1575,00;58.696,98
18.03.2025;001116426 YI-TY AKPOS PES ODE 20250206;770,00;57.121,98
18.03.2025;001116426 AX-MC AKPOS PES ODE 20250206;325,00;56.351,98
18.03.2025;001116426 YI-DB AKPOS PES ODE 20250206;4895,00;56.026,98
18.03.2025;001116426 YI-EC AKPOS PES ODE 20250206;2705,00;51.131,98
18.03.2025;001116426 YI-VS AKPOS PES ODE 20250206;2450,00;48.426,98
18.03.2025;001116426 AX-VS AKPOS PES ODE 20250206;670,00;45.976,98
18.03.2025;001116426 YI-TD AKPOS PES ODE 20250206;500,00;45.306,98
16.03.2025;001116426 AX-TY AKPOS PES ODE 20250204;340,00;44.806,98
16.03.2025;001116426 YI-DB AKPOS PES ODE 20250204;960,00;44.466,98
15.03.2025;001116426 YI-TY AKPOS PES ODE 20250203;900,00;43.506,98
14.03.2025;001116426 YI-TY AKPOS PES ODE 20250202;610,00;42.606,98
14.03.2025;001116426 YI-VS AKPOS PES ODE 20250202;2200,00;41.996,98
13.03.2025;001116426 YI-TD AKPOS PES ODE 20250201;525,00;39.796,98
13.03.2025;001116426 YI-TY AKPOS PES ODE 20250201;220,00;39.271,98
13.03.2025;001116426 AX-MC AKPOS PES ODE 20250201;250,00;39.051,98
13.03.2025;001116426 YI-EC AKPOS PES ODE 20250201;1820,00;38.801,98
13.03.2025;001116426 YI-VS AKPOS PES ODE 20250201;2800,00;36.981,98
12.03.2025;001116426 YI-EC AKPOS PES ODE 20250131;8210,00;34.181,98
12.03.2025;001116426 YI-DB AKPOS PES ODE 20250131;430,00;25.971,98
12.03.2025;001116426 YD-EC AKPOS PES ODE 20250210;505,00;25.541,98
12.03.2025;001116426 YI-VS AKPOS PES ODE 20250131;250,00;25.036,98
11.03.2025;001116426 YI-DB AKPOS PES ODE 20250130;490,00;24.786,98
11.03.2025;001116426 AX-MC AKPOS PES ODE 20250130;1555,00;24.296,98
11.03.2025;001116426 YI-EC AKPOS PES ODE 20250130;975,00;22.741,98
11.03.2025;001116426 YI-TY AKPOS PES ODE 20250130;250,00;21.766,98
10.03.2025;001116426 AX-MC AKPOS PES ODE 20250129;135,00;21.516,98
10.03.2025;001116426 YI-DB AKPOS PES ODE 20250129;1275,00;21.381,98
10.03.2025;001116426 YI-EC AKPOS PES ODE 20250129;230,00;20.106,98
09.03.2025;001116426 YD-DB AKPOS PES ODE 20250207;640,00;19.876,98
08.03.2025;001116426 YI-EC AKPOS PES ODE 20250127;980,00;19.236,98
08.03.2025;001116426 YD-EC AKPOS PES ODE 20250206;240,00;18.256,98
08.03.2025;001116426 YI-VS AKPOS PES ODE 20250127;580,00;18.016,98
07.03.2025;001116426 YI-TY AKPOS PES ODE 20250126;255,00;17.436,98
07.03.2025;001116426 YI-EC AKPOS PES ODE 20250126;2830,00;17.181,98
06.03.2025;001116426 AX-MC AKPOS PES ODE 20250125;180,00;14.351,98
06.03.2025;001116426 YI-DB AKPOS PES ODE 20250125;1465,00;14.171,98
06.03.2025;001116426 YI-EC AKPOS PES ODE 20250125;1200,00;12.706,98
06.03.2025;001116426 YI-VS AKPOS PES ODE 20250125;1980,00;11.506,98
05.03.2025;001116426 YI-DB AKPOS PES ODE 20250124;650,00;9.526,98
05.03.2025;001116426 YI-VS AKPOS PES ODE 20250124;1955,00;8.876,98
05.03.2025;001116426 YI-TD AKPOS PES ODE 20250124;400,00;6.921,98
05.03.2025;001116426 YI-EC AKPOS PES ODE 20250124;1375,00;6.521,98
04.03.2025;001116426 YI-VS AKPOS PES ODE 20250123;2340,00;5.146,98
04.03.2025;001116426 YI-DB AKPOS PES ODE 20250123;1315,00;2.806,98
04.03.2025;001116426 YI-TD AKPOS PES ODE 20250123;255,00;1.491,98
04.03.2025;001116426 YI-EC AKPOS PES ODE 20250123;75,00;1.236,98
03.03.2025;001116426 YI-EC AKPOS PES ODE 20250122;860,00;1.161,98
03.03.2025;001116426 YI-DB AKPOS PES ODE 20250122;255,00;301,98
02.03.2025;"001116426 ;YK:648.02";0,00;46,98
02.03.2025;001116426 AK-DB AKPOS PES ODE 20250121;46,98;46,98
01.03.2025;ÖKC BÜT.HIZ.ÜCR-001116426-01.03.2025;-251,98;0,00
01.03.2025;001116426 YI-DB AKPOS PES ODE 20250120;195,00;251,98
28.02.2025;777/KÝÞ-EFT BSMV;-0,61;56,98
28.02.2025;777/KÝÞ-EFT KOMÝSYONU;-12,19;57,59
28.02.2025;777/KÝÞ-3529803-ALANYA ÖZKAN KIRT.MAT.YAY.TÝC.LTD-AKBANK TAN HALKBANK A EFT;-211000,00;69,78
28.02.2025;001116426 YI-EC AKPOS PES ODE 20250119;1895,00;211.069,78
28.02.2025;001116426 YI-TY AKPOS PES ODE 20250119;620,00;209.174,78
28.02.2025;001116426 YI-DB AKPOS PES ODE 20250119;460,00;208.554,78
27.02.2025;001116426 AK-DB AKPOS PES ODE 20250118;875,00;208.094,78
27.02.2025;001116426 YI-VS AKPOS PES ODE 20250118;1803,00;207.219,78
27.02.2025;001116426 YI-DB AKPOS PES ODE 20250118;540,00;205.416,78
27.02.2025;001116426 YI-EC AKPOS PES ODE 20250118;2578,00;204.876,78
26.02.2025;001116426 YI-DB AKPOS PES ODE 20250117;3605,00;202.298,78
26.02.2025;001116426 YI-TY AKPOS PES ODE 20250117;240,00;198.693,78
26.02.2025;001116426 YI-EC AKPOS PES ODE 20250117;4205,00;198.453,78
26.02.2025;001116426 YI-VS AKPOS PES ODE 20250117;1790,00;194.248,78
25.02.2025;001116426 YI-EC AKPOS PES ODE 20250116;1085,00;192.458,78
25.02.2025;001116426 YI-TY AKPOS PES ODE 20250116;240,00;191.373,78
25.02.2025;001116426 YI-TD AKPOS PES ODE 20250116;150,00;191.133,78
25.02.2025;001116426 YI-DB AKPOS PES ODE 20250116;1905,00;190.983,78
24.02.2025;001116426 AX-MC AKPOS PES ODE 20250115;150,00;189.078,78
24.02.2025;001116426 YI-VS AKPOS PES ODE 20250115;1015,00;188.928,78
24.02.2025;001116426 YI-TD AKPOS PES ODE 20250115;655,00;187.913,78
24.02.2025;001116426 YI-DB AKPOS PES ODE 20250115;2235,00;187.258,78
24.02.2025;001116426 AX-VS AKPOS PES ODE 20250115;340,00;185.023,78
24.02.2025;001116426 YI-EC AKPOS PES ODE 20250115;795,00;184.683,78
23.02.2025;001116426 AK-DB AKPOS PES ODE 20250114;1300,00;183.888,78
23.02.2025;001116426 YI-TY AKPOS PES ODE 20250114;340,00;182.588,78
23.02.2025;001116426 YI-VS AKPOS PES ODE 20250114;595,00;182.248,78
23.02.2025;001116426 YI-DB AKPOS PES ODE 20250114;920,00;181.653,78
22.02.2025;001116426 YI-EC AKPOS PES ODE 20250113;980,00;180.733,78
22.02.2025;001116426 AX-MC AKPOS PES ODE 20250113;1020,00;179.753,78
22.02.2025;001116426 YD-DB AKPOS PES ODE 20250123;885,00;178.733,78
21.02.2025;001116426 AK-DB AKPOS PES ODE 20250112;265,00;177.848,78
20.02.2025;001116426 YI-DB AKPOS PES ODE 20250111;815,00;177.583,78
20.02.2025;001116426 YI-EC AKPOS PES ODE 20250111;2247,00;176.768,78
20.02.2025;001116426 AX-MC AKPOS PES ODE 20250111;460,00;174.521,78
20.02.2025;001116426 YI-VS AKPOS PES ODE 20250111;1813,00;174.061,78
19.02.2025;001116426 YI-TY AKPOS PES ODE 20250110;210,00;172.248,78
19.02.2025;001116426 YI-EC AKPOS PES ODE 20250110;875,00;172.038,78
19.02.2025;001116426 YI-VS AKPOS PES ODE 20250110;240,00;171.163,78
19.02.2025;001116426 AX-MC AKPOS PES ODE 20250110;1625,00;170.923,78
18.02.2025;001116426 YI-TY AKPOS PES ODE 20250109;470,00;169.298,78
18.02.2025;001116426 YI-EC AKPOS PES ODE 20250109;775,00;168.828,78
18.02.2025;001116426 AX-MC AKPOS PES ODE 20250109;890,00;168.053,78
18.02.2025;001116426 AK-DB AKPOS PES ODE 20250109;150,00;167.163,78
18.02.2025;001116426 YI-VS AKPOS PES ODE 20250109;2365,00;167.013,78
18.02.2025;001116426 YI-TD AKPOS PES ODE 20250109;150,00;164.648,78
18.02.2025;001116426 YI-DB AKPOS PES ODE 20250109;345,00;164.498,78
17.02.2025;001116426 YI-EC AKPOS PES ODE 20250108;995,00;164.153,78
17.02.2025;001116426 AX-MC AKPOS PES ODE 20250108;430,00;163.158,78
17.02.2025;001116426 YI-DB AKPOS PES ODE 20250108;915,00;162.728,78
17.02.2025;001116426 YI-VS AKPOS PES ODE 20250108;1630,00;161.813,78
17.02.2025;001116426 AX-VS AKPOS PES ODE 20250108;200,00;160.183,78
16.02.2025;001116426 AX-MC AKPOS PES ODE 20250107;410,00;159.983,78
16.02.2025;001116426 YI-VS AKPOS PES ODE 20250107;725,00;159.573,78
16.02.2025;001116426 YI-EC AKPOS PES ODE 20250107;490,00;158.848,78
16.02.2025;001116426 YI-DB AKPOS PES ODE 20250107;915,00;158.358,78
15.02.2025;001116426 YI-TY AKPOS PES ODE 20250106;120,00;157.443,78
15.02.2025;001116426 YI-VS AKPOS PES ODE 20250106;385,00;157.323,78
15.02.2025;001116426 YI-DB AKPOS PES ODE 20250106;870,00;156.938,78
14.02.2025;001116426 YI-TD AKPOS PES ODE 20250105;230,00;156.068,78
14.02.2025;001116426 YI-EC AKPOS PES ODE 20250105;2510,00;155.838,78
14.02.2025;001116426 AK-DB AKPOS PES ODE 20250105;435,00;153.328,78
14.02.2025;001116426 YI-DB AKPOS PES ODE 20250105;300,00;152.893,78
14.02.2025;001116426 YI-VS AKPOS PES ODE 20250105;4115,00;152.593,78
14.02.2025;001116426 YI-TY AKPOS PES ODE 20250105;125,00;148.478,78
13.02.2025;001116426 YI-TY AKPOS PES ODE 20250104;275,00;148.353,78
13.02.2025;001116426 AX-MC AKPOS PES ODE 20250104;660,00;148.078,78
13.02.2025;001116426 YD-EC AKPOS PES ODE 20250114;140,00;147.418,78
13.02.2025;001116426 YI-DB AKPOS PES ODE 20250104;1810,00;147.278,78
13.02.2025;001116426 YI-VS AKPOS PES ODE 20250104;1580,00;145.468,78
13.02.2025;001116426 YI-EC AKPOS PES ODE 20250104;995,00;143.888,78
13.02.2025;001116426 YD-VS AKPOS PES ODE 20250114;180,00;142.893,78
12.02.2025;001116426 YI-EC AKPOS PES ODE 20250103;1940,00;142.713,78
12.02.2025;001116426 YI-DB AKPOS PES ODE 20250103;780,00;140.773,78
11.02.2025;001116426 YI-EC AKPOS PES ODE 20250102;1185,00;139.993,78
10.02.2025;001116426 YI-TY AKPOS PES ODE 20250101;250,00;138.808,78
10.02.2025;001116426 YI-EC AKPOS PES ODE 20250101;7185,00;138.558,78
10.02.2025;001116426 AX-MC AKPOS PES ODE 20250101;225,00;131.373,78
10.02.2025;001116426 YI-VS AKPOS PES ODE 20250101;1555,00;131.148,78
10.02.2025;001116426 YI-DB AKPOS PES ODE 20250101;275,00;129.593,78
09.02.2025;001116426 YI-VS AKPOS PES ODE 20241231;2020,00;129.318,78
09.02.2025;001116426 YI-DB AKPOS PES ODE 20241231;935,00;127.298,78
09.02.2025;001116426 YI-EC AKPOS PES ODE 20241231;2250,00;126.363,78
09.02.2025;001116426 AX-MC AKPOS PES ODE 20241231;750,00;124.113,78
08.02.2025;001116426 YI-TD AKPOS PES ODE 20241230;280,00;123.363,78
08.02.2025;001116426 YI-VS AKPOS PES ODE 20241230;395,00;123.083,78
08.02.2025;001116426 YI-DB AKPOS PES ODE 20241230;670,00;122.688,78
07.02.2025;001116426 YI-DB AKPOS PES ODE 20241229;150,00;122.018,78
07.02.2025;001116426 YI-EC AKPOS PES ODE 20241229;2070,00;121.868,78
07.02.2025;001116426 YI-TD AKPOS PES ODE 20241229;1205,00;119.798,78
07.02.2025;001116426 YI-TY AKPOS PES ODE 20241229;1230,00;118.593,78
07.02.2025;001116426 YD-EC AKPOS PES ODE 20250108;215,00;117.363,78
07.02.2025;001116426 YI-VS AKPOS PES ODE 20241229;2055,00;117.148,78
07.02.2025;001116426 AX-MC AKPOS PES ODE 20241229;510,00;115.093,78
06.02.2025;001116426 AX-MC AKPOS PES ODE 20241228;180,00;114.583,78
06.02.2025;001116426 YI-TY AKPOS PES ODE 20241228;460,00;114.403,78
06.02.2025;001116426 YI-TD AKPOS PES ODE 20241228;225,00;113.943,78
06.02.2025;001116426 AX-VS AKPOS PES ODE 20241228;150,00;113.718,78
06.02.2025;001116426 YI-DB AKPOS PES ODE 20241228;3100,00;113.568,78
06.02.2025;001116426 YI-VS AKPOS PES ODE 20241228;3540,00;110.468,78
06.02.2025;001116426 YI-EC AKPOS PES ODE 20241228;5245,00;106.928,78
05.02.2025;001116426 YI-TD AKPOS PES ODE 20241227;450,00;101.683,78
05.02.2025;001116426 YI-EC AKPOS PES ODE 20241227;3580,00;101.233,78
05.02.2025;001116426 YI-VS AKPOS PES ODE 20241227;450,00;97.653,78
05.02.2025;001116426 YI-DB AKPOS PES ODE 20241227;1550,00;97.203,78
04.02.2025;001116426 YI-TD AKPOS PES ODE 20241226;1020,00;95.653,78
04.02.2025;001116426 YI-TY AKPOS PES ODE 20241226;250,00;94.633,78
04.02.2025;001116426 AX-MC AKPOS PES ODE 20241226;100,00;94.383,78
04.02.2025;001116426 YI-VS AKPOS PES ODE 20241226;285,00;94.283,78
04.02.2025;001116426 YI-EC AKPOS PES ODE 20241226;510,00;93.998,78
03.02.2025;001116426 YI-VS AKPOS PES ODE 20241225;960,00;93.488,78
03.02.2025;001116426 YI-DB AKPOS PES ODE 20241225;995,00;92.528,78
03.02.2025;001116426 AX-MC AKPOS PES ODE 20241225;285,00;91.533,78
03.02.2025;001116426 YI-TD AKPOS PES ODE 20241225;100,00;91.248,78
03.02.2025;001116426 YI-TY AKPOS PES ODE 20241225;365,00;91.148,78
03.02.2025;001116426 YI-EC AKPOS PES ODE 20241225;2430,00;90.783,78
02.02.2025;001116426 YI-DB AKPOS PES ODE 20241224;190,00;88.353,78
02.02.2025;001116426 YI-EC AKPOS PES ODE 20241224;710,00;88.163,78
02.02.2025;001116426 AX-MC AKPOS PES ODE 20241224;200,00;87.453,78
01.02.2025;ÖKC BÜT.HIZ.ÜCR-001116426-01.02.2025;-900,00;87.253,78
31.01.2025;001116426 YI-EC AKPOS PES ODE 20241222;670,00;88.153,78
31.01.2025;001116426 AX-MC AKPOS PES ODE 20241222;150,00;87.483,78
31.01.2025;001116426 YI-VS AKPOS PES ODE 20241222;880,00;87.333,78
31.01.2025;001116426 YI-DB AKPOS PES ODE 20241222;435,00;86.453,78
31.01.2025;001116426 AX-VS AKPOS PES ODE 20241222;365,00;86.018,78
31.01.2025;001116426 YI-TY AKPOS PES ODE 20241222;1400,00;85.653,78
30.01.2025;001116426 YI-TD AKPOS PES ODE 20241221;1000,00;84.253,78
30.01.2025;001116426 YI-DB AKPOS PES ODE 20241221;2420,00;83.253,78
30.01.2025;001116426 AX-MC AKPOS PES ODE 20241221;930,00;80.833,78
30.01.2025;001116426 YI-EC AKPOS PES ODE 20241221;1470,00;79.903,78
30.01.2025;001116426 YI-VS AKPOS PES ODE 20241221;1125,00;78.433,78
30.01.2025;001116426 YI-TY AKPOS PES ODE 20241221;280,00;77.308,78
29.01.2025;001116426 AX-MC AKPOS PES ODE 20241220;2915,00;77.028,78
29.01.2025;001116426 YI-DB AKPOS PES ODE 20241220;1550,00;74.113,78
29.01.2025;001116426 YI-TY AKPOS PES ODE 20241220;395,00;72.563,78
29.01.2025;001116426 YI-VS AKPOS PES ODE 20241220;700,00;72.168,78
29.01.2025;001116426 YI-EC AKPOS PES ODE 20241220;2465,00;71.468,78
28.01.2025;001116426 YI-TY AKPOS PES ODE 20241219;255,00;69.003,78
28.01.2025;001116426 YI-VS AKPOS PES ODE 20241219;6100,00;68.748,78
28.01.2025;001116426 YI-DB AKPOS PES ODE 20241219;1180,00;62.648,78
28.01.2025;001116426 YI-EC AKPOS PES ODE 20241219;365,00;61.468,78
27.01.2025;001116426 YI-VS AKPOS PES ODE 20241218;1450,00;61.103,78
27.01.2025;001116426 YI-TY AKPOS PES ODE 20241218;9905,00;59.653,78
27.01.2025;001116426 YI-DB AKPOS PES ODE 20241218;740,00;49.748,78
27.01.2025;001116426 AX-MC AKPOS PES ODE 20241218;465,00;49.008,78
27.01.2025;001116426 YI-EC AKPOS PES ODE 20241218;9880,00;48.543,78
20.01.2025;001116426 YD-VS AKPOS PES ODE 20241221;1215,00;38.663,78
20.01.2025;001116426 YD-DB AKPOS PES ODE 20241221;230,00;37.448,78
19.01.2025;001116426 YD-EC AKPOS PES ODE 20241220;390,00;37.218,78
16.01.2025;001116426 AX-MC AKPOS PES ODE 20241217;1455,00;36.828,78
16.01.2025;001116426 YI-DB AKPOS PES ODE 20241217;1010,00;35.373,78
16.01.2025;001116426 YI-EC AKPOS PES ODE 20241217;510,00;34.363,78
16.01.2025;001116426 YI-TY AKPOS PES ODE 20241217;245,00;33.853,78
15.01.2025;001116426 YI-EC AKPOS PES ODE 20241216;765,00;33.608,78
15.01.2025;001116426 YI-DB AKPOS PES ODE 20241216;1265,00;32.843,78
14.01.2025;001116426 YI-TD AKPOS PES ODE 20241215;325,00;31.578,78
14.01.2025;001116426 YI-EC AKPOS PES ODE 20241215;1450,00;31.253,78
14.01.2025;001116426 YI-VS AKPOS PES ODE 20241215;665,00;29.803,78
14.01.2025;001116426 YI-DB AKPOS PES ODE 20241215;1485,00;29.138,78
13.01.2025;001116426 YI-TY AKPOS PES ODE 20241214;510,00;27.653,78
13.01.2025;001116426 YI-EC AKPOS PES ODE 20241214;6840,00;27.143,78
13.01.2025;001116426 YI-VS AKPOS PES ODE 20241214;2905,00;20.303,78
13.01.2025;001116426 AK-DB AKPOS PES ODE 20241214;150,00;17.398,78
13.01.2025;001116426 YI-DB AKPOS PES ODE 20241214;1855,00;17.248,78
11.01.2025;001116426 YI-VS AKPOS PES ODE 20241212;2340,00;15.393,78
11.01.2025;001116426 AX-VS AKPOS PES ODE 20241212;420,00;13.053,78
11.01.2025;001116426 YI-TY AKPOS PES ODE 20241212;170,00;12.633,78
11.01.2025;001116426 AX-MC AKPOS PES ODE 20241212;600,00;12.463,78
10.01.2025;001116426 YI-VS AKPOS PES ODE 20241211;1345,00;11.863,78
10.01.2025;001116426 YI-EC AKPOS PES ODE 20241211;320,00;10.518,78
10.01.2025;001116426 YI-TY AKPOS PES ODE 20241211;425,00;10.198,78
10.01.2025;001116426 AK-DB AKPOS PES ODE 20241211;150,00;9.773,78
10.01.2025;001116426 YI-DB AKPOS PES ODE 20241211;180,00;9.623,78
09.01.2025;001116426 YI-EC AKPOS PES ODE 20241210;455,00;9.443,78
09.01.2025;001116426 YI-VS AKPOS PES ODE 20241210;1005,00;8.988,78
09.01.2025;001116426 YI-DB AKPOS PES ODE 20241210;210,00;7.983,78
09.01.2025;001116426 AX-MC AKPOS PES ODE 20241210;505,00;7.773,78
08.01.2025;001116426 YI-VS AKPOS PES ODE 20241209;455,00;7.268,78
08.01.2025;001116426 YI-EC AKPOS PES ODE 20241209;1020,00;6.813,78
08.01.2025;001116426 YI-DB AKPOS PES ODE 20241209;710,00;5.793,78
07.01.2025;001116426 YI-DB AKPOS PES ODE 20241208;615,00;5.083,78
07.01.2025;001116426 YI-EC AKPOS PES ODE 20241208;1495,00;4.468,78
07.01.2025;001116426 YD-EC AKPOS PES ODE 20241208;80,01;2.973,78
07.01.2025;001116426 YI-TY AKPOS PES ODE 20241208;750,00;2.893,77
07.01.2025;001116426 YI-VS AKPOS PES ODE 20241208;2090,01;2.143,77
06.01.2025;777/KÝÞ-EFT BSMV;-5,28;53,76
06.01.2025;777/KÝÞ-EFT KOMÝSYONU;-105,52;59,04
06.01.2025;777/KÝÞ-2157727-ALANYA ÖZKAN KIRT.MAT.YAY.TÝC.LTD-AKBANK TAN HALKBANK A EFT;-433000,00;164,56
06.01.2025;001116426 YI-TY AKPOS PES ODE 20241207;225,00;433.164,56
06.01.2025;001116426 YI-TD AKPOS PES ODE 20241207;370,00;432.939,56
06.01.2025;001116426 AX-MC AKPOS PES ODE 20241207;362,50;432.569,56
06.01.2025;001116426 YI-DB AKPOS PES ODE 20241207;150,00;432.207,06
06.01.2025;001116426 AK-DB AKPOS PES ODE 20241207;30,00;432.057,06
06.01.2025;001116426 YI-EC AKPOS PES ODE 20241207;412,50;432.027,06
05.01.2025;001116426 YI-EC AKPOS PES ODE 20241206;1675,00;431.614,56
05.01.2025;001116426 YI-VS AKPOS PES ODE 20241206;1240,00;429.939,56
05.01.2025;001116426 AX-MC AKPOS PES ODE 20241206;1457,50;428.699,56
05.01.2025;001116426 YI-DB AKPOS PES ODE 20241206;1275,00;427.242,06
05.01.2025;001116426 YI-TD AKPOS PES ODE 20241206;290,00;425.967,06
05.01.2025;001116426 YI-TY AKPOS PES ODE 20241206;1162,50;425.677,06
03.01.2025;001116426 AX-MC AKPOS PES ODE 20241204;725,00;424.514,56
03.01.2025;001116426 YI-TY AKPOS PES ODE 20241204;870,00;423.789,56
03.01.2025;001116426 YI-DB AKPOS PES ODE 20241204;660,00;422.919,56
03.01.2025;001116426 YI-VS AKPOS PES ODE 20241204;1550,00;422.259,56
03.01.2025;001116426 YI-EC AKPOS PES ODE 20241204;4955,00;420.709,56
02.01.2025;001116426 YI-EC AKPOS PES ODE 20241203;375,00;415.754,56
02.01.2025;001116426 YI-VS AKPOS PES ODE 20241203;215,55;415.379,56
02.01.2025;001116426 YI-DB AKPOS PES ODE 20241203;1225,00;415.164,01
02.01.2025;001116426 AX-MC AKPOS PES ODE 20241203;625,00;413.939,01
01.01.2025;ÖKC BÜT.HIZ.ÜCR-001116426-01.01.2025;-470,00;413.314,01
01.01.2025;001116426 AX-MC AKPOS PES ODE 20241202;870,00;413.784,01
01.01.2025;001116426 YI-VS AKPOS PES ODE 20241202;995,00;412.914,01
01.01.2025;001116426 YI-DB AKPOS PES ODE 20241202;3150,00;411.919,01
01.01.2025;001116426 YI-EC AKPOS PES ODE 20241202;1110,00;408.769,01
01.01.2025;001116426 YI-TD AKPOS PES ODE 20241202;870,00;407.659,01
